TableName,ColumnName,DataType,VariableType,CheckType,Metric,MetricValue
SalesPerformanceFacts,ProductID,int,Qualitative,Feasibility,Top3CategoryPct,2.76466
SalesPerformanceFacts,ProductID,int,Qualitative,Feasibility,Top3CategoryValue,873
SalesPerformanceFacts,ProductID,int,Qualitative,CentralTendency,Mode,870 (freq=4688)
SalesPerformanceFacts,ProductName,nvarchar,Qualitative,Integrity,NullCount,0
SalesPerformanceFacts,ProductName,nvarchar,Qualitative,Integrity,NullPct,0
SalesPerformanceFacts,ProductName,nvarchar,Qualitative,Feasibility,DistinctCount,266
SalesPerformanceFacts,ProductName,nvarchar,Qualitative,Feasibility,Top1CategoryPct,3.86426
SalesPerformanceFacts,ProductName,nvarchar,Qualitative,Feasibility,Top1CategoryValue,Water Bottle - 30 oz.
SalesPerformanceFacts,ProductName,nvarchar,Qualitative,Feasibility,Top2CategoryPct,2.78774
SalesPerformanceFacts,ProductName,nvarchar,Qualitative,Feasibility,Top2CategoryValue,AWC Logo Cap
SalesPerformanceFacts,ProductName,nvarchar,Qualitative,Feasibility,Top3CategoryPct,2.76466
SalesPerformanceFacts,ProductName,nvarchar,Qualitative,Feasibility,Top3CategoryValue,Patch Kit/8 Patches
SalesPerformanceFacts,ProductName,nvarchar,Qualitative,CentralTendency,Mode,Water Bottle - 30 oz. (freq=4688)
SalesPerformanceFacts,ProductSubCategoryName,nvarchar,Qualitative,Integrity,NullCount,0
SalesPerformanceFacts,ProductSubCategoryName,nvarchar,Qualitative,Integrity,NullPct,0
SalesPerformanceFacts,ProductSubCategoryName,nvarchar,Qualitative,Feasibility,DistinctCount,35
SalesPerformanceFacts,ProductSubCategoryName,nvarchar,Qualitative,Feasibility,Top1CategoryPct,17.2639
SalesPerformanceFacts,ProductSubCategoryName,nvarchar,Qualitative,Feasibility,Top1CategoryValue,Road Bikes
SalesPerformanceFacts,ProductSubCategoryName,nvarchar,Qualitative,Feasibility,Top2CategoryPct,14.4209
SalesPerformanceFacts,ProductSubCategoryName,nvarchar,Qualitative,Feasibility,Top2CategoryValue,Tires and Tubes
SalesPerformanceFacts,ProductSubCategoryName,nvarchar,Qualitative,Feasibility,Top3CategoryPct,10.2681
SalesPerformanceFacts,ProductSubCategoryName,nvarchar,Qualitative,Feasibility,Top3CategoryValue,Mountain Bikes
SalesPerformanceFacts,ProductSubCategoryName,nvarchar,Qualitative,CentralTendency,Mode,Road Bikes (freq=20944)
SalesPerformanceFacts,SalesOrderID,int,Qualitative,Integrity,NullCount,0
SalesPerformanceFacts,SalesOrderID,int,Qualitative,Integrity,NullPct,0
SalesPerformanceFacts,SalesOrderID,int,Qualitative,Feasibility,DistinctCount,31465
SalesPerformanceFacts,SalesOrderID,int,Qualitative,Feasibility,Top1CategoryPct,0.0593486
SalesPerformanceFacts,SalesOrderID,int,Qualitative,Feasibility,Top1CategoryValue,51739
SalesPerformanceFacts,SalesOrderID,int,Qualitative,Feasibility,Top2CategoryPct,0.0593486
SalesPerformanceFacts,SalesOrderID,int,Qualitative,Feasibility,Top2CategoryValue,51721
SalesPerformanceFacts,SalesOrderID,int,Qualitative,Feasibility,Top3CategoryPct,0.0585244
SalesPerformanceFacts,SalesOrderID,int,Qualitative,Feasibility,Top3CategoryValue,51160
SalesPerformanceFacts,SalesOrderID,int,Qualitative,CentralTendency,Mode,51739 (freq=72)
SalesPerformanceFacts,StandardCostAsOfOrderDate,money,Quantitative,Integrity,NegativeCount,0
SalesPerformanceFacts,StandardCostAsOfOrderDate,money,Quantitative,Integrity,NullCount,80
SalesPerformanceFacts,StandardCostAsOfOrderDate,money,Quantitative,Feasibility,MaxValue,2171.29
SalesPerformanceFacts,StandardCostAsOfOrderDate,money,Quantitative,Feasibility,Mean,362.513
SalesPerformanceFacts,StandardCostAsOfOrderDate,money,Quantitative,Feasibility,Median,38.4923
SalesPerformanceFacts,StandardCostAsOfOrderDate,money,Quantitative,Feasibility,MinValue,0.86
SalesPerformanceFacts,StandardCostAsOfOrderDate,money,Quantitative,Feasibility,OutlierCount,14945
SalesPerformanceFacts,StandardCostAsOfOrderDate,money,Quantitative,Feasibility,OutlierPct,12.3271
SalesPerformanceFacts,StandardCostAsOfOrderDate,money,Quantitative,Feasibility,StdDev,541.569
SalesPerformanceFacts,StandardCostAsOfOrderDate,money,Quantitative,CentralTendency,Mode,1.87 (freq=9271)
SalesPerformanceFacts,TerritoryID,int,Qualitative,Integrity,NullCount,0
SalesPerformanceFacts,TerritoryID,int,Qualitative,Integrity,NullPct,0
SalesPerformanceFacts,TerritoryID,int,Qualitative,Feasibility,DistinctCount,10
SalesPerformanceFacts,TerritoryID,int,Qualitative,Feasibility,Top1CategoryPct,21.138
SalesPerformanceFacts,TerritoryID,int,Qualitative,Feasibility,Top1CategoryValue,4
SalesPerformanceFacts,TerritoryID,int,Qualitative,Feasibility,Top2CategoryPct,15.7142
SalesPerformanceFacts,TerritoryID,int,Qualitative,Feasibility,Top2CategoryValue,6
SalesPerformanceFacts,TerritoryID,int,Qualitative,Feasibility,Top3CategoryPct,13.9016
SalesPerformanceFacts,TerritoryID,int,Qualitative,Feasibility,Top3CategoryValue,1
SalesPerformanceFacts,TerritoryID,int,Qualitative,CentralTendency,Mode,4 (freq=25644)
SalesPerformanceFacts,TerritoryName,nvarchar,Qualitative,Integrity,NullCount,0
SalesPerformanceFacts,TerritoryName,nvarchar,Qualitative,Integrity,NullPct,0
SalesPerformanceFacts,TerritoryName,nvarchar,Qualitative,Feasibility,DistinctCount,10
SalesPerformanceFacts,TerritoryName,nvarchar,Qualitative,Feasibility,Top1CategoryPct,21.138
SalesPerformanceFacts,TerritoryName,nvarchar,Qualitative,Feasibility,Top1CategoryValue,Southwest
SalesPerformanceFacts,TerritoryName,nvarchar,Qualitative,Feasibility,Top2CategoryPct,15.7142
SalesPerformanceFacts,TerritoryName,nvarchar,Qualitative,Feasibility,Top2CategoryValue,Canada
SalesPerformanceFacts,TerritoryName,nvarchar,Qualitative,Feasibility,Top3CategoryPct,13.9016
SalesPerformanceFacts,TerritoryName,nvarchar,Qualitative,Feasibility,Top3CategoryValue,Northwest
SalesPerformanceFacts,TerritoryName,nvarchar,Qualitative,CentralTendency,Mode,Southwest (freq=25644)
SalesPerformanceFacts,UnitPriceDiscount,money,Quantitative,Integrity,NegativeCount,0
SalesPerformanceFacts,UnitPriceDiscount,money,Quantitative,Integrity,NullCount,0
SalesPerformanceFacts,UnitPriceDiscount,money,Quantitative,Feasibility,MaxValue,0.40
SalesPerformanceFacts,UnitPriceDiscount,money,Quantitative,Feasibility,Mean,0.00282607
SalesPerformanceFacts,UnitPriceDiscount,money,Quantitative,Feasibility,Median,0
SalesPerformanceFacts,UnitPriceDiscount,money,Quantitative,Feasibility,MinValue,0.00
SalesPerformanceFacts,UnitPriceDiscount,money,Quantitative,Feasibility,OutlierCount,3282
SalesPerformanceFacts,UnitPriceDiscount,money,Quantitative,Feasibility,OutlierPct,2.70531
SalesPerformanceFacts,UnitPriceDiscount,money,Quantitative,Feasibility,StdDev,0.0248105
SalesPerformanceFacts,UnitPriceDiscount,money,Quantitative,CentralTendency,Mode,0.00 (freq=118035)
