WorkOrderID,ProductID,ProductName,ProductSubCategoryName,ProdcutCategoryName,PlannedOrderQty,StockedQty,ScrappedQty,ScrapReasonID,ScrapReasonName,EndDate,FiscalYear,FiscalMonth,StandardCost,TotalUnitsProduced,ScrapCost,ProductionCost
46150,350,Fork Crown,NULL,NULL,15,15,0,NULL,NULL,2013-09-27 00:00:00.000,2014,3,0.00,15,0.00,0.00
46151,531,Steerer,NULL,NULL,15,15,0,NULL,NULL,2013-09-27 00:00:00.000,2014,3,0.00,15,0.00,0.00
46152,779,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,2,2,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,1265.6195,2,0.00,2531.239
46153,780,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1,1,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,1265.6195,1,0.00,1265.6195
46154,781,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1,1,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,1265.6195,1,0.00,1265.6195
46155,783,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1,1,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,1251.9813,1,0.00,1251.9813
46156,784,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1,1,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,1251.9813,1,0.00,1251.9813
46157,793,"Road-250 Black, 44",Road Bikes,Bikes,1,1,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,1554.9479,1,0.00,1554.9479
46158,794,"Road-250 Black, 48",Road Bikes,Bikes,2,2,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,1554.9479,2,0.00,3109.8958
46159,795,"Road-250 Black, 52",Road Bikes,Bikes,1,1,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,1554.9479,1,0.00,1554.9479
46160,797,"Road-550-W Yellow, 38",Road Bikes,Bikes,1,1,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,713.0798,1,0.00,713.0798
46161,957,"Touring-1000 Yellow, 60",Touring Bikes,Bikes,1,1,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,1481.9379,1,0.00,1481.9379
46162,974,"Road-350-W Yellow, 42",Road Bikes,Bikes,1,1,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,1082.51,1,0.00,1082.51
46163,976,"Road-350-W Yellow, 48",Road Bikes,Bikes,1,1,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,1082.51,1,0.00,1082.51
46164,977,"Road-750 Black, 58",Road Bikes,Bikes,2,2,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,343.6496,2,0.00,687.2992
46165,978,"Touring-3000 Blue, 44",Touring Bikes,Bikes,1,1,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,461.4448,1,0.00,461.4448
46166,983,"Mountain-400-W Silver, 46",Mountain Bikes,Bikes,1,1,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,419.7784,1,0.00,419.7784
46167,993,"Mountain-500 Black, 52",Mountain Bikes,Bikes,1,1,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,294.5797,1,0.00,294.5797
46168,998,"Road-750 Black, 48",Road Bikes,Bikes,1,1,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,343.6496,1,0.00,343.6496
46169,999,"Road-750 Black, 52",Road Bikes,Bikes,1,1,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,343.6496,1,0.00,343.6496
46170,514,LL Mountain Seat Assembly,NULL,NULL,2,2,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,98.77,2,0.00,197.54
46171,516,HL Mountain Seat Assembly,NULL,NULL,6,6,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,145.87,6,0.00,875.22
46172,517,LL Road Seat Assembly,NULL,NULL,4,4,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,98.77,4,0.00,395.08
46173,518,ML Road Seat Assembly,NULL,NULL,3,3,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,108.99,3,0.00,326.97
46174,519,HL Road Seat Assembly,NULL,NULL,4,4,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,145.87,4,0.00,583.48
46175,520,LL Touring Seat Assembly,NULL,NULL,1,1,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,98.77,1,0.00,98.77
46176,522,HL Touring Seat Assembly,NULL,NULL,1,1,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,145.87,1,0.00,145.87
46177,722,"LL Road Frame - Black, 58",Road Frames,Components,2,2,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,204.6251,2,0.00,409.2502
46178,737,"LL Road Frame - Black, 48",Road Frames,Components,1,1,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,204.6251,1,0.00,204.6251
46179,738,"LL Road Frame - Black, 52",Road Frames,Components,1,1,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,204.6251,1,0.00,204.6251
46180,739,"HL Mountain Frame - Silver, 42",Mountain Frames,Components,1,1,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,747.2002,1,0.00,747.2002
46181,742,"HL Mountain Frame - Silver, 46",Mountain Frames,Components,1,1,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,747.2002,1,0.00,747.2002
46182,743,"HL Mountain Frame - Black, 42",Mountain Frames,Components,1,1,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,739.041,1,0.00,739.041
46183,746,"HL Mountain Frame - Black, 46",Mountain Frames,Components,1,1,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,739.041,1,0.00,739.041
46184,748,"HL Mountain Frame - Silver, 38",Mountain Frames,Components,2,2,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,747.2002,2,0.00,1494.4004
46185,805,LL Headset,Headsets,Components,6,6,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,15.1848,6,0.00,91.1088
46186,806,ML Headset,Headsets,Components,14,14,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,45.4168,14,0.00,635.8352
46187,807,HL Headset,Headsets,Components,1,1,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,55.3801,1,0.00,55.3801
46188,808,LL Mountain Handlebars,Handlebars,Components,2,2,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,19.7758,2,0.00,39.5516
46189,810,HL Mountain Handlebars,Handlebars,Components,6,6,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,53.3999,6,0.00,320.3994
46190,811,LL Road Handlebars,Handlebars,Components,4,4,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,19.7758,4,0.00,79.1032
46191,812,ML Road Handlebars,Handlebars,Components,3,3,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,27.4925,3,0.00,82.4775
46192,813,HL Road Handlebars,Handlebars,Components,4,4,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,53.3999,4,0.00,213.5996
46193,815,LL Mountain Front Wheel,Wheels,Components,2,2,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,26.9708,2,0.00,53.9416
46194,816,ML Mountain Front Wheel,Wheels,Components,6,6,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,92.8071,6,0.00,556.8426
46195,818,LL Road Front Wheel,Wheels,Components,4,4,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,37.9909,4,0.00,151.9636
46196,819,ML Road Front Wheel,Wheels,Components,3,3,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,110.2829,3,0.00,330.8487
46197,820,HL Road Front Wheel,Wheels,Components,4,4,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,146.5466,4,0.00,586.1864
46198,821,Touring Front Wheel,Wheels,Components,2,2,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,96.7964,2,0.00,193.5928
46199,822,"ML Road Frame-W - Yellow, 38",Road Frames,Components,1,1,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,360.9428,1,0.00,360.9428
46200,823,LL Mountain Rear Wheel,Wheels,Components,2,2,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,38.9588,2,0.00,77.9176
46201,824,ML Mountain Rear Wheel,Wheels,Components,6,6,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,104.7951,6,0.00,628.7706
46202,826,LL Road Rear Wheel,Wheels,Components,4,4,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,49.9789,4,0.00,199.9156
46203,827,ML Road Rear Wheel,Wheels,Components,3,3,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,122.2709,3,0.00,366.8127
46204,828,HL Road Rear Wheel,Wheels,Components,4,4,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,158.5346,4,0.00,634.1384
46205,829,Touring Rear Wheel,Wheels,Components,2,2,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,108.7844,2,0.00,217.5688
46206,834,"ML Road Frame-W - Yellow, 42",Road Frames,Components,1,1,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,360.9428,1,0.00,360.9428
46207,836,"ML Road Frame-W - Yellow, 48",Road Frames,Components,1,1,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,360.9428,1,0.00,360.9428
46208,838,"HL Road Frame - Black, 44",Road Frames,Components,1,1,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,868.6342,1,0.00,868.6342
46209,839,"HL Road Frame - Black, 48",Road Frames,Components,2,2,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,868.6342,2,0.00,1737.2684
46210,840,"HL Road Frame - Black, 52",Road Frames,Components,1,1,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,868.6342,1,0.00,868.6342
46211,885,"HL Touring Frame - Yellow, 60",Touring Frames,Components,1,1,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,601.7437,1,0.00,601.7437
46212,894,Rear Derailleur,Derailleurs,Components,21,21,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,53.9282,21,0.00,1132.4922
46213,903,"LL Touring Frame - Blue, 44",Touring Frames,Components,1,1,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,199.8519,1,0.00,199.8519
46214,906,"ML Mountain Frame-W - Silver, 46",Mountain Frames,Components,1,1,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,199.3757,1,0.00,199.3757
46215,927,"LL Mountain Frame - Black, 52",Mountain Frames,Components,1,1,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,136.785,1,0.00,136.785
46216,945,Front Derailleur,Derailleurs,Components,21,21,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,40.6216,21,0.00,853.0536
46217,946,LL Touring Handlebars,Handlebars,Components,1,1,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,20.464,1,0.00,20.464
46218,947,HL Touring Handlebars,Handlebars,Components,1,1,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,40.6571,1,0.00,40.6571
46219,949,LL Crankset,Cranksets,Components,6,6,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,77.9176,6,0.00,467.5056
46220,950,ML Crankset,Cranksets,Components,14,14,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,113.8816,14,0.00,1594.3424
46221,951,HL Crankset,Cranksets,Components,1,1,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,179.8156,1,0.00,179.8156
46222,994,LL Bottom Bracket,Bottom Brackets,Components,8,8,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,23.9716,8,0.00,191.7728
46223,995,ML Bottom Bracket,Bottom Brackets,Components,8,8,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,44.9506,8,0.00,359.6048
46224,996,HL Bottom Bracket,Bottom Brackets,Components,5,5,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,53.9416,5,0.00,269.708
46225,3,BB Ball Bearing,NULL,NULL,210,210,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,0.00,210,0.00,0.00
46226,324,Chain Stays,NULL,NULL,42,42,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,0.00,42,0.00,0.00
46227,327,Down Tube,NULL,NULL,21,21,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,0.00,21,0.00,0.00
46228,328,Mountain End Caps,NULL,NULL,16,16,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,0.00,16,0.00,0.00
46229,329,Road End Caps,NULL,NULL,22,22,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,0.00,22,0.00,0.00
46230,330,Touring End Caps,NULL,NULL,4,4,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,0.00,4,0.00,0.00
46231,398,Handlebar Tube,NULL,NULL,21,21,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,0.00,21,0.00,0.00
46232,399,Head Tube,NULL,NULL,21,21,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,0.00,21,0.00,0.00
46233,400,LL Hub,NULL,NULL,12,12,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,0.00,12,0.00,0.00
46234,401,HL Hub,NULL,NULL,30,30,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,0.00,30,0.00,0.00
46235,529,Stem,NULL,NULL,21,21,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,0.00,21,0.00,0.00
46236,532,Seat Stays,NULL,NULL,84,84,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,0.00,84,0.00,0.00
46237,533,Seat Tube,NULL,NULL,21,21,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,0.00,21,0.00,0.00
46238,534,Top Tube,NULL,NULL,21,21,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,0.00,21,0.00,0.00
46239,802,LL Fork,Forks,Components,6,6,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,65.8097,6,0.00,394.8582
46240,803,ML Fork,Forks,Components,4,4,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,77.9176,4,0.00,311.6704
46241,804,HL Fork,Forks,Components,11,11,0,NULL,NULL,2013-10-20 00:00:00.000,2014,4,101.8936,11,0.00,1120.8296
46242,316,Blade,NULL,NULL,42,42,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,0.00,42,0.00,0.00
46243,331,Fork End,NULL,NULL,42,42,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,0.00,42,0.00,0.00
46244,350,Fork Crown,NULL,NULL,21,21,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,0.00,21,0.00,0.00
46245,531,Steerer,NULL,NULL,21,21,0,NULL,NULL,2013-09-28 00:00:00.000,2014,3,0.00,21,0.00,0.00
46246,779,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1,1,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,1265.6195,1,0.00,1265.6195
46247,780,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1,1,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,1265.6195,1,0.00,1265.6195
46248,782,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1,1,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,1251.9813,1,0.00,1251.9813
46249,783,"Mountain-200 Black, 42",Mountain Bikes,Bikes,2,2,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,1251.9813,2,0.00,2503.9626
46250,784,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1,1,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,1251.9813,1,0.00,1251.9813
46251,792,"Road-250 Red, 58",Road Bikes,Bikes,3,3,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,1554.9479,3,0.00,4664.8437
46252,794,"Road-250 Black, 48",Road Bikes,Bikes,1,1,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,1554.9479,1,0.00,1554.9479
46253,795,"Road-250 Black, 52",Road Bikes,Bikes,1,1,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,1554.9479,1,0.00,1554.9479
46254,801,"Road-550-W Yellow, 48",Road Bikes,Bikes,1,1,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,713.0798,1,0.00,713.0798
46255,957,"Touring-1000 Yellow, 60",Touring Bikes,Bikes,1,1,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,1481.9379,1,0.00,1481.9379
46256,959,"Touring-3000 Blue, 58",Touring Bikes,Bikes,1,1,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,461.4448,1,0.00,461.4448
46257,963,"Touring-3000 Yellow, 54",Touring Bikes,Bikes,2,2,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,461.4448,2,0.00,922.8896
46258,967,"Touring-1000 Blue, 50",Touring Bikes,Bikes,1,1,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,1481.9379,1,0.00,1481.9379
46259,969,"Touring-1000 Blue, 60",Touring Bikes,Bikes,1,1,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,1481.9379,1,0.00,1481.9379
46260,973,"Road-350-W Yellow, 40",Road Bikes,Bikes,1,1,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,1082.51,1,0.00,1082.51
46261,974,"Road-350-W Yellow, 42",Road Bikes,Bikes,1,1,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,1082.51,1,0.00,1082.51
46262,975,"Road-350-W Yellow, 44",Road Bikes,Bikes,1,1,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,1082.51,1,0.00,1082.51
46263,986,"Mountain-500 Silver, 44",Mountain Bikes,Bikes,1,1,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,308.2179,1,0.00,308.2179
46264,999,"Road-750 Black, 52",Road Bikes,Bikes,1,1,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,343.6496,1,0.00,343.6496
46265,514,LL Mountain Seat Assembly,NULL,NULL,1,1,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,98.77,1,0.00,98.77
46266,516,HL Mountain Seat Assembly,NULL,NULL,6,6,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,145.87,6,0.00,875.22
46267,517,LL Road Seat Assembly,NULL,NULL,1,1,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,98.77,1,0.00,98.77
46268,518,ML Road Seat Assembly,NULL,NULL,4,4,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,108.99,4,0.00,435.96
46269,519,HL Road Seat Assembly,NULL,NULL,5,5,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,145.87,5,0.00,729.35
46270,520,LL Touring Seat Assembly,NULL,NULL,3,3,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,98.77,3,0.00,296.31
46271,522,HL Touring Seat Assembly,NULL,NULL,3,3,0,NULL,NULL,2013-10-01 00:00:00.000,2014,4,145.87,3,0.00,437.61
46272,706,"HL Road Frame - Red, 58",Road Frames,Components,3,3,0,NULL,NULL,2013-09-29 00:00:00.000,2014,3,1059.31,3,0.00,3177.93
46273,738,"LL Road Frame - Black, 52",Road Frames,Components,1,1,0,NULL,NULL,2013-09-29 00:00:00.000,2014,3,204.6251,1,0.00,204.6251
46274,739,"HL Mountain Frame - Silver, 42",Mountain Frames,Components,1,1,0,NULL,NULL,2013-09-29 00:00:00.000,2014,3,747.2002,1,0.00,747.2002
