SalesOrderID,ProductID,OrderQty,UnitPriceDiscount,LineTotal,OrderDate,FiscalYear,FiscalMonth,TerritoryID,TerritoryName,ProductName,ProductSubCategoryName,ProductCategoryName,StandardCostAsOfOrderDate,GrossProfit
43661,776,4,0.00,8099.976000,2011-05-31 00:00:00.000,2011,11,6,Canada,"Mountain-100 Black, 42",Mountain Bikes,Bikes,1898.0944,507.5984
43661,773,2,0.00,4079.988000,2011-05-31 00:00:00.000,2011,11,6,Canada,"Mountain-100 Silver, 44",Mountain Bikes,Bikes,1912.1544,255.6792
43661,716,2,0.00,57.680800,2011-05-31 00:00:00.000,2011,11,6,Canada,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,31.7244,-5.768
43661,777,2,0.00,4049.988000,2011-05-31 00:00:00.000,2011,11,6,Canada,"Mountain-100 Black, 44",Mountain Bikes,Bikes,1898.0944,253.7992
43661,708,5,0.00,100.932500,2011-05-31 00:00:00.000,2011,11,6,Canada,"Sport-100 Helmet, Black",Helmets,Accessories,12.0278,40.7935
43662,764,3,0.00,1258.376700,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-650 Red, 52",Road Bikes,Bikes,413.1463,18.9378
43662,770,5,0.00,2097.294500,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-650 Black, 52",Road Bikes,Bikes,413.1463,31.563
43662,730,2,0.00,367.876400,2011-05-31 00:00:00.000,2011,11,6,Canada,"LL Road Frame - Red, 62",Road Frames,Components,181.4857,4.905
43662,754,4,0.00,3499.176000,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-450 Red, 58",Road Bikes,Bikes,884.7083,-39.6572
43662,725,3,0.00,551.814600,2011-05-31 00:00:00.000,2011,11,6,Canada,"LL Road Frame - Red, 44",Road Frames,Components,181.4857,7.3575
43662,762,5,0.00,2097.294500,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-650 Red, 44",Road Bikes,Bikes,413.1463,31.563
43662,765,3,0.00,1258.376700,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-650 Black, 58",Road Bikes,Bikes,413.1463,18.9378
43662,768,2,0.00,838.917800,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-650 Black, 44",Road Bikes,Bikes,413.1463,12.6252
43662,753,1,0.00,2146.962000,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-150 Red, 56",Road Bikes,Bikes,2171.2942,-24.3322
43662,756,1,0.00,874.794000,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-450 Red, 44",Road Bikes,Bikes,884.7083,-9.9143
43662,763,3,0.00,1258.376700,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-650 Red, 48",Road Bikes,Bikes,413.1463,18.9378
43662,732,1,0.00,356.898000,2011-05-31 00:00:00.000,2011,11,6,Canada,"ML Road Frame - Red, 48",Road Frames,Components,352.1394,4.7586
43662,758,6,0.00,5248.764000,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-450 Red, 52",Road Bikes,Bikes,884.7083,-59.4858
43662,729,1,0.00,183.938200,2011-05-31 00:00:00.000,2011,11,6,Canada,"LL Road Frame - Red, 60",Road Frames,Components,181.4857,2.4525
43662,722,3,0.00,535.742400,2011-05-31 00:00:00.000,2011,11,6,Canada,"LL Road Frame - Black, 58",Road Frames,Components,176.1997,7.1433
43662,749,1,0.00,2146.962000,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-150 Red, 62",Road Bikes,Bikes,2171.2942,-24.3322
43662,760,3,0.00,1258.376700,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-650 Red, 60",Road Bikes,Bikes,413.1463,18.9378
43662,726,1,0.00,183.938200,2011-05-31 00:00:00.000,2011,11,6,Canada,"LL Road Frame - Red, 48",Road Frames,Components,181.4857,2.4525
43662,733,1,0.00,356.898000,2011-05-31 00:00:00.000,2011,11,6,Canada,"ML Road Frame - Red, 52",Road Frames,Components,352.1394,4.7586
43662,738,1,0.00,178.580800,2011-05-31 00:00:00.000,2011,11,6,Canada,"LL Road Frame - Black, 52",Road Frames,Components,176.1997,2.3811
43662,766,3,0.00,1258.376700,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-650 Black, 60",Road Bikes,Bikes,413.1463,18.9378
43662,755,1,0.00,874.794000,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-450 Red, 60",Road Bikes,Bikes,884.7083,-9.9143
43663,760,1,0.00,419.458900,2011-05-31 00:00:00.000,2011,11,4,Southwest,"Road-650 Red, 60",Road Bikes,Bikes,413.1463,6.3126
43664,772,1,0.00,2039.994000,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Mountain-100 Silver, 42",Mountain Bikes,Bikes,1912.1544,127.8396
43664,775,4,0.00,8099.976000,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Mountain-100 Black, 38",Mountain Bikes,Bikes,1898.0944,507.5984
43664,714,1,0.00,28.840400,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing,31.7244,-2.884
43664,716,1,0.00,28.840400,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,31.7244,-2.884
43664,777,2,0.00,4049.988000,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Mountain-100 Black, 44",Mountain Bikes,Bikes,1898.0944,253.7992
43664,771,3,0.00,6119.982000,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Mountain-100 Silver, 38",Mountain Bikes,Bikes,1912.1544,383.5188
43664,773,1,0.00,2039.994000,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Mountain-100 Silver, 44",Mountain Bikes,Bikes,1912.1544,127.8396
43664,778,1,0.00,2024.994000,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Mountain-100 Black, 48",Mountain Bikes,Bikes,1898.0944,126.8996
43665,711,2,0.00,40.373000,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Sport-100 Helmet, Blue",Helmets,Accessories,12.0278,16.3174
43665,773,1,0.00,2039.994000,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Mountain-100 Silver, 44",Mountain Bikes,Bikes,1912.1544,127.8396
43665,707,1,0.00,20.186500,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Sport-100 Helmet, Red",Helmets,Accessories,12.0278,8.1587
43665,715,2,0.00,57.680800,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,31.7244,-5.768
43665,777,2,0.00,4049.988000,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Mountain-100 Black, 44",Mountain Bikes,Bikes,1898.0944,253.7992
43665,712,2,0.00,10.373000,2011-05-31 00:00:00.000,2011,11,1,Northwest,AWC Logo Cap,Caps,Clothing,5.7052,-1.0374
43665,775,2,0.00,4049.988000,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Mountain-100 Black, 38",Mountain Bikes,Bikes,1898.0944,253.7992
43665,778,1,0.00,2024.994000,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Mountain-100 Black, 48",Mountain Bikes,Bikes,1898.0944,126.8996
43665,709,6,0.00,34.200000,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Mountain Bike Socks, M",Socks,Clothing,3.3963,13.8222
43665,776,1,0.00,2024.994000,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Mountain-100 Black, 42",Mountain Bikes,Bikes,1898.0944,126.8996
43666,764,1,0.00,419.458900,2011-05-31 00:00:00.000,2011,11,4,Southwest,"Road-650 Red, 52",Road Bikes,Bikes,413.1463,6.3126
43666,753,1,0.00,2146.962000,2011-05-31 00:00:00.000,2011,11,4,Southwest,"Road-150 Red, 56",Road Bikes,Bikes,2171.2942,-24.3322
43666,732,1,0.00,356.898000,2011-05-31 00:00:00.000,2011,11,4,Southwest,"ML Road Frame - Red, 48",Road Frames,Components,352.1394,4.7586
43666,756,1,0.00,874.794000,2011-05-31 00:00:00.000,2011,11,4,Southwest,"Road-450 Red, 44",Road Bikes,Bikes,884.7083,-9.9143
43666,768,2,0.00,838.917800,2011-05-31 00:00:00.000,2011,11,4,Southwest,"Road-650 Black, 44",Road Bikes,Bikes,413.1463,12.6252
43666,766,1,0.00,419.458900,2011-05-31 00:00:00.000,2011,11,4,Southwest,"Road-650 Black, 60",Road Bikes,Bikes,413.1463,6.3126
43667,710,3,0.00,17.100000,2011-05-31 00:00:00.000,2011,11,3,Central,"Mountain Bike Socks, L",Socks,Clothing,3.3963,6.9111
43667,773,1,0.00,2039.994000,2011-05-31 00:00:00.000,2011,11,3,Central,"Mountain-100 Silver, 44",Mountain Bikes,Bikes,1912.1544,127.8396
43667,778,1,0.00,2024.994000,2011-05-31 00:00:00.000,2011,11,3,Central,"Mountain-100 Black, 48",Mountain Bikes,Bikes,1898.0944,126.8996
43667,775,1,0.00,2024.994000,2011-05-31 00:00:00.000,2011,11,3,Central,"Mountain-100 Black, 38",Mountain Bikes,Bikes,1898.0944,126.8996
43668,756,3,0.00,2624.382000,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-450 Red, 44",Road Bikes,Bikes,884.7083,-29.7429
43668,753,2,0.00,4293.924000,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-150 Red, 56",Road Bikes,Bikes,2171.2942,-48.6644
43668,760,7,0.00,2936.212300,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-650 Red, 60",Road Bikes,Bikes,413.1463,44.1882
43668,765,6,0.00,2516.753400,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-650 Black, 58",Road Bikes,Bikes,413.1463,37.8756
43668,715,6,0.00,173.042400,2011-05-31 00:00:00.000,2011,11,6,Canada,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,31.7244,-17.304
43668,730,6,0.00,1103.629200,2011-05-31 00:00:00.000,2011,11,6,Canada,"LL Road Frame - Red, 62",Road Frames,Components,181.4857,14.715
43668,707,2,0.00,40.373000,2011-05-31 00:00:00.000,2011,11,6,Canada,"Sport-100 Helmet, Red",Helmets,Accessories,12.0278,16.3174
43668,711,2,0.00,40.373000,2011-05-31 00:00:00.000,2011,11,6,Canada,"Sport-100 Helmet, Blue",Helmets,Accessories,12.0278,16.3174
43668,754,2,0.00,1749.588000,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-450 Red, 58",Road Bikes,Bikes,884.7083,-19.8286
43668,712,4,0.00,20.746000,2011-05-31 00:00:00.000,2011,11,6,Canada,AWC Logo Cap,Caps,Clothing,5.7052,-2.0748
43668,729,2,0.00,367.876400,2011-05-31 00:00:00.000,2011,11,6,Canada,"LL Road Frame - Red, 60",Road Frames,Components,181.4857,4.905
43668,755,3,0.00,2624.382000,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-450 Red, 60",Road Bikes,Bikes,884.7083,-29.7429
43668,761,3,0.00,1258.376700,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-650 Red, 62",Road Bikes,Bikes,413.1463,18.9378
43668,770,2,0.00,838.917800,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-650 Black, 52",Road Bikes,Bikes,413.1463,12.6252
43668,726,3,0.00,551.814600,2011-05-31 00:00:00.000,2011,11,6,Canada,"LL Road Frame - Red, 48",Road Frames,Components,181.4857,7.3575
43668,764,2,0.00,838.917800,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-650 Red, 52",Road Bikes,Bikes,413.1463,12.6252
43668,766,2,0.00,838.917800,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-650 Black, 60",Road Bikes,Bikes,413.1463,12.6252
43668,725,2,0.00,367.876400,2011-05-31 00:00:00.000,2011,11,6,Canada,"LL Road Frame - Red, 44",Road Frames,Components,181.4857,4.905
43668,716,1,0.00,28.840400,2011-05-31 00:00:00.000,2011,11,6,Canada,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,31.7244,-2.884
43668,768,2,0.00,838.917800,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-650 Black, 44",Road Bikes,Bikes,413.1463,12.6252
43668,732,4,0.00,1427.592000,2011-05-31 00:00:00.000,2011,11,6,Canada,"ML Road Frame - Red, 48",Road Frames,Components,352.1394,19.0344
43668,758,6,0.00,5248.764000,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-450 Red, 52",Road Bikes,Bikes,884.7083,-59.4858
43668,762,4,0.00,1677.835600,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-650 Red, 44",Road Bikes,Bikes,413.1463,25.2504
43668,738,3,0.00,535.742400,2011-05-31 00:00:00.000,2011,11,6,Canada,"LL Road Frame - Black, 52",Road Frames,Components,176.1997,7.1433
43668,714,4,0.00,115.361600,2011-05-31 00:00:00.000,2011,11,6,Canada,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing,31.7244,-11.536
43668,722,3,0.00,535.742400,2011-05-31 00:00:00.000,2011,11,6,Canada,"LL Road Frame - Black, 58",Road Frames,Components,176.1997,7.1433
43668,708,1,0.00,20.186500,2011-05-31 00:00:00.000,2011,11,6,Canada,"Sport-100 Helmet, Black",Helmets,Accessories,12.0278,8.1587
43668,733,3,0.00,1070.694000,2011-05-31 00:00:00.000,2011,11,6,Canada,"ML Road Frame - Red, 52",Road Frames,Components,352.1394,14.2758
43668,763,3,0.00,1258.376700,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-650 Red, 48",Road Bikes,Bikes,413.1463,18.9378
43669,747,1,0.00,714.704300,2011-05-31 00:00:00.000,2011,11,1,Northwest,"HL Mountain Frame - Black, 38",Mountain Frames,Components,617.0281,97.6762
43670,710,1,0.00,5.700000,2011-05-31 00:00:00.000,2011,11,3,Central,"Mountain Bike Socks, L",Socks,Clothing,3.3963,2.3037
43670,709,2,0.00,11.400000,2011-05-31 00:00:00.000,2011,11,3,Central,"Mountain Bike Socks, M",Socks,Clothing,3.3963,4.6074
43670,773,2,0.00,4079.988000,2011-05-31 00:00:00.000,2011,11,3,Central,"Mountain-100 Silver, 44",Mountain Bikes,Bikes,1912.1544,255.6792
43670,776,1,0.00,2024.994000,2011-05-31 00:00:00.000,2011,11,3,Central,"Mountain-100 Black, 42",Mountain Bikes,Bikes,1898.0944,126.8996
43671,753,1,0.00,2146.962000,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Road-150 Red, 56",Road Bikes,Bikes,2171.2942,-24.3322
43671,714,2,0.00,57.680800,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing,31.7244,-5.768
43671,756,1,0.00,874.794000,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Road-450 Red, 44",Road Bikes,Bikes,884.7083,-9.9143
43671,768,2,0.00,838.917800,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Road-650 Black, 44",Road Bikes,Bikes,413.1463,12.6252
43671,732,2,0.00,713.796000,2011-05-31 00:00:00.000,2011,11,1,Northwest,"ML Road Frame - Red, 48",Road Frames,Components,352.1394,9.5172
43671,763,2,0.00,838.917800,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Road-650 Red, 48",Road Bikes,Bikes,413.1463,12.6252
43671,755,2,0.00,1749.588000,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Road-450 Red, 60",Road Bikes,Bikes,884.7083,-19.8286
43671,764,2,0.00,838.917800,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Road-650 Red, 52",Road Bikes,Bikes,413.1463,12.6252
43671,716,1,0.00,28.840400,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,31.7244,-2.884
43671,711,1,0.00,20.186500,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Sport-100 Helmet, Blue",Helmets,Accessories,12.0278,8.1587
43671,708,1,0.00,20.186500,2011-05-31 00:00:00.000,2011,11,1,Northwest,"Sport-100 Helmet, Black",Helmets,Accessories,12.0278,8.1587
43672,709,6,0.00,34.200000,2011-05-31 00:00:00.000,2011,11,6,Canada,"Mountain Bike Socks, M",Socks,Clothing,3.3963,13.8222
43672,776,2,0.00,4049.988000,2011-05-31 00:00:00.000,2011,11,6,Canada,"Mountain-100 Black, 42",Mountain Bikes,Bikes,1898.0944,253.7992
43672,774,1,0.00,2039.994000,2011-05-31 00:00:00.000,2011,11,6,Canada,"Mountain-100 Silver, 48",Mountain Bikes,Bikes,1912.1544,127.8396
43673,754,1,0.00,874.794000,2011-05-31 00:00:00.000,2011,11,2,Northeast,"Road-450 Red, 58",Road Bikes,Bikes,884.7083,-9.9143
43673,715,3,0.00,86.521200,2011-05-31 00:00:00.000,2011,11,2,Northeast,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,31.7244,-8.652
43673,729,1,0.00,183.938200,2011-05-31 00:00:00.000,2011,11,2,Northeast,"LL Road Frame - Red, 60",Road Frames,Components,181.4857,2.4525
43673,761,2,0.00,838.917800,2011-05-31 00:00:00.000,2011,11,2,Northeast,"Road-650 Red, 62",Road Bikes,Bikes,413.1463,12.6252
43673,762,1,0.00,419.458900,2011-05-31 00:00:00.000,2011,11,2,Northeast,"Road-650 Red, 44",Road Bikes,Bikes,413.1463,6.3126
43673,738,2,0.00,357.161600,2011-05-31 00:00:00.000,2011,11,2,Northeast,"LL Road Frame - Black, 52",Road Frames,Components,176.1997,4.7622
43673,770,2,0.00,838.917800,2011-05-31 00:00:00.000,2011,11,2,Northeast,"Road-650 Black, 52",Road Bikes,Bikes,413.1463,12.6252
43673,712,1,0.00,5.186500,2011-05-31 00:00:00.000,2011,11,2,Northeast,AWC Logo Cap,Caps,Clothing,5.7052,-0.5187
43673,708,2,0.00,40.373000,2011-05-31 00:00:00.000,2011,11,2,Northeast,"Sport-100 Helmet, Black",Helmets,Accessories,12.0278,16.3174
43673,711,1,0.00,20.186500,2011-05-31 00:00:00.000,2011,11,2,Northeast,"Sport-100 Helmet, Blue",Helmets,Accessories,12.0278,8.1587
43673,707,4,0.00,80.746000,2011-05-31 00:00:00.000,2011,11,2,Northeast,"Sport-100 Helmet, Red",Helmets,Accessories,12.0278,32.6348
43674,758,3,0.00,2624.382000,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-450 Red, 52",Road Bikes,Bikes,884.7083,-29.7429
43675,761,4,0.00,1677.835600,2011-05-31 00:00:00.000,2011,11,3,Central,"Road-650 Red, 62",Road Bikes,Bikes,413.1463,25.2504
43675,711,5,0.00,100.932500,2011-05-31 00:00:00.000,2011,11,3,Central,"Sport-100 Helmet, Blue",Helmets,Accessories,12.0278,40.7935
43675,738,2,0.00,357.161600,2011-05-31 00:00:00.000,2011,11,3,Central,"LL Road Frame - Black, 52",Road Frames,Components,176.1997,4.7622
43675,708,1,0.00,20.186500,2011-05-31 00:00:00.000,2011,11,3,Central,"Sport-100 Helmet, Black",Helmets,Accessories,12.0278,8.1587
43675,762,2,0.00,838.917800,2011-05-31 00:00:00.000,2011,11,3,Central,"Road-650 Red, 44",Road Bikes,Bikes,413.1463,12.6252
43675,758,2,0.00,1749.588000,2011-05-31 00:00:00.000,2011,11,3,Central,"Road-450 Red, 52",Road Bikes,Bikes,884.7083,-19.8286
43675,712,2,0.00,10.373000,2011-05-31 00:00:00.000,2011,11,3,Central,AWC Logo Cap,Caps,Clothing,5.7052,-1.0374
43675,754,1,0.00,874.794000,2011-05-31 00:00:00.000,2011,11,3,Central,"Road-450 Red, 58",Road Bikes,Bikes,884.7083,-9.9143
43675,715,3,0.00,86.521200,2011-05-31 00:00:00.000,2011,11,3,Central,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,31.7244,-8.652
43676,776,2,0.00,4049.988000,2011-05-31 00:00:00.000,2011,11,5,Southeast,"Mountain-100 Black, 42",Mountain Bikes,Bikes,1898.0944,253.7992
43676,778,2,0.00,4049.988000,2011-05-31 00:00:00.000,2011,11,5,Southeast,"Mountain-100 Black, 48",Mountain Bikes,Bikes,1898.0944,253.7992
43676,710,1,0.00,5.700000,2011-05-31 00:00:00.000,2011,11,5,Southeast,"Mountain Bike Socks, L",Socks,Clothing,3.3963,2.3037
43676,775,3,0.00,6074.982000,2011-05-31 00:00:00.000,2011,11,5,Southeast,"Mountain-100 Black, 38",Mountain Bikes,Bikes,1898.0944,380.6988
43676,709,4,0.00,22.800000,2011-05-31 00:00:00.000,2011,11,5,Southeast,"Mountain Bike Socks, M",Socks,Clothing,3.3963,9.2148
43677,715,3,0.00,86.521200,2011-05-31 00:00:00.000,2011,11,6,Canada,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,31.7244,-8.652
43677,753,1,0.00,2146.962000,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-150 Red, 56",Road Bikes,Bikes,2171.2942,-24.3322
43677,758,1,0.00,874.794000,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-450 Red, 52",Road Bikes,Bikes,884.7083,-9.9143
43677,770,1,0.00,419.458900,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-650 Black, 52",Road Bikes,Bikes,413.1463,6.3126
43677,708,2,0.00,40.373000,2011-05-31 00:00:00.000,2011,11,6,Canada,"Sport-100 Helmet, Black",Helmets,Accessories,12.0278,16.3174
43677,760,4,0.00,1677.835600,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-650 Red, 60",Road Bikes,Bikes,413.1463,25.2504
43677,765,2,0.00,838.917800,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-650 Black, 58",Road Bikes,Bikes,413.1463,12.6252
43677,763,1,0.00,419.458900,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-650 Red, 48",Road Bikes,Bikes,413.1463,6.3126
43677,712,5,0.00,25.932500,2011-05-31 00:00:00.000,2011,11,6,Canada,AWC Logo Cap,Caps,Clothing,5.7052,-2.5935
43677,707,1,0.00,20.186500,2011-05-31 00:00:00.000,2011,11,6,Canada,"Sport-100 Helmet, Red",Helmets,Accessories,12.0278,8.1587
43677,754,1,0.00,874.794000,2011-05-31 00:00:00.000,2011,11,6,Canada,"Road-450 Red, 58",Road Bikes,Bikes,884.7083,-9.9143
43677,729,2,0.00,367.876400,2011-05-31 00:00:00.000,2011,11,6,Canada,"LL Road Frame - Red, 60",Road Frames,Components,181.4857,4.905
43678,760,1,0.00,419.458900,2011-05-31 00:00:00.000,2011,11,4,Southwest,"Road-650 Red, 60",Road Bikes,Bikes,413.1463,6.3126
43678,738,2,0.00,357.161600,2011-05-31 00:00:00.000,2011,11,4,Southwest,"LL Road Frame - Black, 52",Road Frames,Components,176.1997,4.7622
43678,765,1,0.00,419.458900,2011-05-31 00:00:00.000,2011,11,4,Southwest,"Road-650 Black, 58",Road Bikes,Bikes,413.1463,6.3126
43678,732,2,0.00,713.796000,2011-05-31 00:00:00.000,2011,11,4,Southwest,"ML Road Frame - Red, 48",Road Frames,Components,352.1394,9.5172
43678,762,3,0.00,1258.376700,2011-05-31 00:00:00.000,2011,11,4,Southwest,"Road-650 Red, 44",Road Bikes,Bikes,413.1463,18.9378
43678,761,2,0.00,838.917800,2011-05-31 00:00:00.000,2011,11,4,Southwest,"Road-650 Red, 62",Road Bikes,Bikes,413.1463,12.6252
43678,712,3,0.00,15.559500,2011-05-31 00:00:00.000,2011,11,4,Southwest,AWC Logo Cap,Caps,Clothing,5.7052,-1.5561
43678,708,4,0.00,80.746000,2011-05-31 00:00:00.000,2011,11,4,Southwest,"Sport-100 Helmet, Black",Helmets,Accessories,12.0278,32.6348
43678,729,2,0.00,367.876400,2011-05-31 00:00:00.000,2011,11,4,Southwest,"LL Road Frame - Red, 60",Road Frames,Components,181.4857,4.905
