SalesOrderID,OrderDate,ShipDate,FiscalYear,FiscalMonth,LeadTimeDays
43708,2011-06-02 00:00:00.000,2011-06-09 00:00:00.000,2011,12,7
43709,2011-06-02 00:00:00.000,2011-06-09 00:00:00.000,2011,12,7
43710,2011-06-02 00:00:00.000,2011-06-09 00:00:00.000,2011,12,7
43711,2011-06-03 00:00:00.000,2011-06-10 00:00:00.000,2011,12,7
43712,2011-06-03 00:00:00.000,2011-06-10 00:00:00.000,2011,12,7
43713,2011-06-04 00:00:00.000,2011-06-11 00:00:00.000,2011,12,7
43714,2011-06-04 00:00:00.000,2011-06-11 00:00:00.000,2011,12,7
43715,2011-06-04 00:00:00.000,2011-06-11 00:00:00.000,2011,12,7
43716,2011-06-04 00:00:00.000,2011-06-11 00:00:00.000,2011,12,7
43717,2011-06-04 00:00:00.000,2011-06-11 00:00:00.000,2011,12,7
43718,2011-06-05 00:00:00.000,2011-06-12 00:00:00.000,2011,12,7
43719,2011-06-05 00:00:00.000,2011-06-12 00:00:00.000,2011,12,7
43720,2011-06-05 00:00:00.000,2011-06-12 00:00:00.000,2011,12,7
43721,2011-06-05 00:00:00.000,2011-06-12 00:00:00.000,2011,12,7
43722,2011-06-06 00:00:00.000,2011-06-13 00:00:00.000,2011,12,7
43723,2011-06-06 00:00:00.000,2011-06-13 00:00:00.000,2011,12,7
43724,2011-06-06 00:00:00.000,2011-06-13 00:00:00.000,2011,12,7
43725,2011-06-07 00:00:00.000,2011-06-14 00:00:00.000,2011,12,7
43726,2011-06-07 00:00:00.000,2011-06-14 00:00:00.000,2011,12,7
43727,2011-06-07 00:00:00.000,2011-06-14 00:00:00.000,2011,12,7
43728,2011-06-08 00:00:00.000,2011-06-15 00:00:00.000,2011,12,7
43729,2011-06-08 00:00:00.000,2011-06-15 00:00:00.000,2011,12,7
43730,2011-06-08 00:00:00.000,2011-06-15 00:00:00.000,2011,12,7
43731,2011-06-08 00:00:00.000,2011-06-15 00:00:00.000,2011,12,7
43732,2011-06-08 00:00:00.000,2011-06-15 00:00:00.000,2011,12,7
43733,2011-06-08 00:00:00.000,2011-06-15 00:00:00.000,2011,12,7
43734,2011-06-09 00:00:00.000,2011-06-16 00:00:00.000,2011,12,7
43735,2011-06-09 00:00:00.000,2011-06-16 00:00:00.000,2011,12,7
43736,2011-06-09 00:00:00.000,2011-06-16 00:00:00.000,2011,12,7
43737,2011-06-10 00:00:00.000,2011-06-17 00:00:00.000,2011,12,7
43738,2011-06-10 00:00:00.000,2011-06-17 00:00:00.000,2011,12,7
43739,2011-06-10 00:00:00.000,2011-06-17 00:00:00.000,2011,12,7
43740,2011-06-10 00:00:00.000,2011-06-17 00:00:00.000,2011,12,7
43741,2011-06-11 00:00:00.000,2011-06-18 00:00:00.000,2011,12,7
43742,2011-06-11 00:00:00.000,2011-06-18 00:00:00.000,2011,12,7
43743,2011-06-11 00:00:00.000,2011-06-18 00:00:00.000,2011,12,7
43744,2011-06-11 00:00:00.000,2011-06-18 00:00:00.000,2011,12,7
43745,2011-06-12 00:00:00.000,2011-06-19 00:00:00.000,2011,12,7
43746,2011-06-12 00:00:00.000,2011-06-19 00:00:00.000,2011,12,7
43747,2011-06-13 00:00:00.000,2011-06-20 00:00:00.000,2011,12,7
43748,2011-06-13 00:00:00.000,2011-06-20 00:00:00.000,2011,12,7
43749,2011-06-13 00:00:00.000,2011-06-20 00:00:00.000,2011,12,7
43750,2011-06-13 00:00:00.000,2011-06-20 00:00:00.000,2011,12,7
43751,2011-06-13 00:00:00.000,2011-06-20 00:00:00.000,2011,12,7
43752,2011-06-13 00:00:00.000,2011-06-20 00:00:00.000,2011,12,7
43753,2011-06-13 00:00:00.000,2011-06-20 00:00:00.000,2011,12,7
43754,2011-06-14 00:00:00.000,2011-06-21 00:00:00.000,2011,12,7
43755,2011-06-14 00:00:00.000,2011-06-21 00:00:00.000,2011,12,7
43756,2011-06-14 00:00:00.000,2011-06-21 00:00:00.000,2011,12,7
43757,2011-06-14 00:00:00.000,2011-06-21 00:00:00.000,2011,12,7
43758,2011-06-15 00:00:00.000,2011-06-22 00:00:00.000,2011,12,7
43759,2011-06-15 00:00:00.000,2011-06-22 00:00:00.000,2011,12,7
43760,2011-06-15 00:00:00.000,2011-06-22 00:00:00.000,2011,12,7
43761,2011-06-15 00:00:00.000,2011-06-22 00:00:00.000,2011,12,7
43762,2011-06-16 00:00:00.000,2011-06-23 00:00:00.000,2011,12,7
43763,2011-06-16 00:00:00.000,2011-06-23 00:00:00.000,2011,12,7
43764,2011-06-16 00:00:00.000,2011-06-23 00:00:00.000,2011,12,7
43765,2011-06-16 00:00:00.000,2011-06-23 00:00:00.000,2011,12,7
43766,2011-06-17 00:00:00.000,2011-06-24 00:00:00.000,2011,12,7
43767,2011-06-17 00:00:00.000,2011-06-24 00:00:00.000,2011,12,7
43768,2011-06-18 00:00:00.000,2011-06-25 00:00:00.000,2011,12,7
43769,2011-06-18 00:00:00.000,2011-06-25 00:00:00.000,2011,12,7
43770,2011-06-18 00:00:00.000,2011-06-25 00:00:00.000,2011,12,7
43771,2011-06-18 00:00:00.000,2011-06-25 00:00:00.000,2011,12,7
43772,2011-06-18 00:00:00.000,2011-06-25 00:00:00.000,2011,12,7
43773,2011-06-18 00:00:00.000,2011-06-25 00:00:00.000,2011,12,7
43774,2011-06-18 00:00:00.000,2011-06-25 00:00:00.000,2011,12,7
43775,2011-06-18 00:00:00.000,2011-06-25 00:00:00.000,2011,12,7
43776,2011-06-19 00:00:00.000,2011-06-26 00:00:00.000,2011,12,7
43777,2011-06-19 00:00:00.000,2011-06-26 00:00:00.000,2011,12,7
43778,2011-06-19 00:00:00.000,2011-06-26 00:00:00.000,2011,12,7
43779,2011-06-19 00:00:00.000,2011-06-26 00:00:00.000,2011,12,7
43780,2011-06-20 00:00:00.000,2011-06-27 00:00:00.000,2011,12,7
43781,2011-06-20 00:00:00.000,2011-06-27 00:00:00.000,2011,12,7
43782,2011-06-20 00:00:00.000,2011-06-27 00:00:00.000,2011,12,7
43783,2011-06-20 00:00:00.000,2011-06-27 00:00:00.000,2011,12,7
43784,2011-06-21 00:00:00.000,2011-06-28 00:00:00.000,2011,12,7
43785,2011-06-21 00:00:00.000,2011-06-28 00:00:00.000,2011,12,7
43786,2011-06-21 00:00:00.000,2011-06-28 00:00:00.000,2011,12,7
43787,2011-06-21 00:00:00.000,2011-06-28 00:00:00.000,2011,12,7
43788,2011-06-21 00:00:00.000,2011-06-28 00:00:00.000,2011,12,7
43789,2011-06-21 00:00:00.000,2011-06-28 00:00:00.000,2011,12,7
43790,2011-06-21 00:00:00.000,2011-06-28 00:00:00.000,2011,12,7
43791,2011-06-21 00:00:00.000,2011-06-28 00:00:00.000,2011,12,7
43792,2011-06-21 00:00:00.000,2011-06-28 00:00:00.000,2011,12,7
43793,2011-06-21 00:00:00.000,2011-06-28 00:00:00.000,2011,12,7
43794,2011-06-21 00:00:00.000,2011-06-28 00:00:00.000,2011,12,7
43795,2011-06-22 00:00:00.000,2011-06-29 00:00:00.000,2011,12,7
43796,2011-06-22 00:00:00.000,2011-06-29 00:00:00.000,2011,12,7
43797,2011-06-22 00:00:00.000,2011-06-29 00:00:00.000,2011,12,7
43798,2011-06-22 00:00:00.000,2011-06-29 00:00:00.000,2011,12,7
43799,2011-06-22 00:00:00.000,2011-06-29 00:00:00.000,2011,12,7
43800,2011-06-23 00:00:00.000,2011-06-30 00:00:00.000,2011,12,7
43801,2011-06-23 00:00:00.000,2011-06-30 00:00:00.000,2011,12,7
43802,2011-06-23 00:00:00.000,2011-06-30 00:00:00.000,2011,12,7
43803,2011-06-24 00:00:00.000,2011-07-01 00:00:00.000,2011,12,7
43804,2011-06-24 00:00:00.000,2011-07-01 00:00:00.000,2011,12,7
43805,2011-06-24 00:00:00.000,2011-07-01 00:00:00.000,2011,12,7
43806,2011-06-24 00:00:00.000,2011-07-01 00:00:00.000,2011,12,7
43807,2011-06-25 00:00:00.000,2011-07-02 00:00:00.000,2011,12,7
43808,2011-06-25 00:00:00.000,2011-07-02 00:00:00.000,2011,12,7
43809,2011-06-25 00:00:00.000,2011-07-02 00:00:00.000,2011,12,7
43810,2011-06-25 00:00:00.000,2011-07-02 00:00:00.000,2011,12,7
43811,2011-06-25 00:00:00.000,2011-07-02 00:00:00.000,2011,12,7
43812,2011-06-26 00:00:00.000,2011-07-03 00:00:00.000,2011,12,7
43813,2011-06-26 00:00:00.000,2011-07-03 00:00:00.000,2011,12,7
43814,2011-06-26 00:00:00.000,2011-07-03 00:00:00.000,2011,12,7
43815,2011-06-26 00:00:00.000,2011-07-03 00:00:00.000,2011,12,7
43816,2011-06-26 00:00:00.000,2011-07-03 00:00:00.000,2011,12,7
43817,2011-06-26 00:00:00.000,2011-07-03 00:00:00.000,2011,12,7
43818,2011-06-26 00:00:00.000,2011-07-03 00:00:00.000,2011,12,7
43819,2011-06-26 00:00:00.000,2011-07-03 00:00:00.000,2011,12,7
43820,2011-06-27 00:00:00.000,2011-07-04 00:00:00.000,2011,12,7
43821,2011-06-27 00:00:00.000,2011-07-04 00:00:00.000,2011,12,7
43822,2011-06-27 00:00:00.000,2011-07-04 00:00:00.000,2011,12,7
43823,2011-06-27 00:00:00.000,2011-07-04 00:00:00.000,2011,12,7
43824,2011-06-27 00:00:00.000,2011-07-04 00:00:00.000,2011,12,7
43825,2011-06-27 00:00:00.000,2011-07-04 00:00:00.000,2011,12,7
43826,2011-06-27 00:00:00.000,2011-07-04 00:00:00.000,2011,12,7
43827,2011-06-27 00:00:00.000,2011-07-04 00:00:00.000,2011,12,7
43828,2011-06-28 00:00:00.000,2011-07-05 00:00:00.000,2011,12,7
43829,2011-06-28 00:00:00.000,2011-07-05 00:00:00.000,2011,12,7
43830,2011-06-28 00:00:00.000,2011-07-05 00:00:00.000,2011,12,7
43831,2011-06-28 00:00:00.000,2011-07-05 00:00:00.000,2011,12,7
43832,2011-06-28 00:00:00.000,2011-07-05 00:00:00.000,2011,12,7
43833,2011-06-29 00:00:00.000,2011-07-06 00:00:00.000,2011,12,7
43834,2011-06-29 00:00:00.000,2011-07-06 00:00:00.000,2011,12,7
43835,2011-06-29 00:00:00.000,2011-07-06 00:00:00.000,2011,12,7
43836,2011-06-29 00:00:00.000,2011-07-06 00:00:00.000,2011,12,7
43837,2011-06-29 00:00:00.000,2011-07-06 00:00:00.000,2011,12,7
43838,2011-06-30 00:00:00.000,2011-07-07 00:00:00.000,2011,12,7
43839,2011-06-30 00:00:00.000,2011-07-07 00:00:00.000,2011,12,7
43840,2011-06-30 00:00:00.000,2011-07-07 00:00:00.000,2011,12,7
43841,2011-06-30 00:00:00.000,2011-07-07 00:00:00.000,2011,12,7
43842,2011-06-30 00:00:00.000,2011-07-07 00:00:00.000,2011,12,7
43843,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43844,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43845,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43846,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43847,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43848,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43849,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43850,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43851,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43852,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43853,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43854,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43855,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43856,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43857,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43858,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43859,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43860,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43861,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43862,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43863,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43864,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43865,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43866,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43867,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43868,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43869,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43870,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43871,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43872,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43873,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43874,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43875,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43876,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43877,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43878,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43879,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43880,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43881,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43882,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43883,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43884,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43885,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43886,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43887,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43888,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43889,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43890,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43891,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43892,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43893,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43894,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43895,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43896,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43897,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43898,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43899,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43900,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43901,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43902,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43903,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43904,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43905,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43906,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43907,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43908,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43909,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43910,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43911,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43912,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43913,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43914,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43915,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43916,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43917,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43918,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43919,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43920,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43921,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43922,2011-07-01 00:00:00.000,2011-07-08 00:00:00.000,2012,1,7
43923,2011-07-02 00:00:00.000,2011-07-09 00:00:00.000,2012,1,7
43924,2011-07-02 00:00:00.000,2011-07-09 00:00:00.000,2012,1,7
43925,2011-07-02 00:00:00.000,2011-07-09 00:00:00.000,2012,1,7
43926,2011-07-03 00:00:00.000,2011-07-10 00:00:00.000,2012,1,7
43927,2011-07-03 00:00:00.000,2011-07-10 00:00:00.000,2012,1,7
43928,2011-07-03 00:00:00.000,2011-07-10 00:00:00.000,2012,1,7
43929,2011-07-03 00:00:00.000,2011-07-10 00:00:00.000,2012,1,7
43930,2011-07-04 00:00:00.000,2011-07-11 00:00:00.000,2012,1,7
43931,2011-07-04 00:00:00.000,2011-07-11 00:00:00.000,2012,1,7
43932,2011-07-04 00:00:00.000,2011-07-11 00:00:00.000,2012,1,7
43933,2011-07-04 00:00:00.000,2011-07-11 00:00:00.000,2012,1,7
43934,2011-07-04 00:00:00.000,2011-07-11 00:00:00.000,2012,1,7
43935,2011-07-05 00:00:00.000,2011-07-12 00:00:00.000,2012,1,7
43936,2011-07-05 00:00:00.000,2011-07-12 00:00:00.000,2012,1,7
43937,2011-07-05 00:00:00.000,2011-07-12 00:00:00.000,2012,1,7
43938,2011-07-05 00:00:00.000,2011-07-12 00:00:00.000,2012,1,7
43939,2011-07-05 00:00:00.000,2011-07-12 00:00:00.000,2012,1,7
43940,2011-07-05 00:00:00.000,2011-07-12 00:00:00.000,2012,1,7
43941,2011-07-06 00:00:00.000,2011-07-13 00:00:00.000,2012,1,7
43942,2011-07-06 00:00:00.000,2011-07-13 00:00:00.000,2012,1,7
43943,2011-07-06 00:00:00.000,2011-07-13 00:00:00.000,2012,1,7
43944,2011-07-06 00:00:00.000,2011-07-13 00:00:00.000,2012,1,7
43945,2011-07-06 00:00:00.000,2011-07-13 00:00:00.000,2012,1,7
43946,2011-07-06 00:00:00.000,2011-07-13 00:00:00.000,2012,1,7
43947,2011-07-06 00:00:00.000,2011-07-13 00:00:00.000,2012,1,7
43948,2011-07-06 00:00:00.000,2011-07-13 00:00:00.000,2012,1,7
43949,2011-07-07 00:00:00.000,2011-07-14 00:00:00.000,2012,1,7
43950,2011-07-07 00:00:00.000,2011-07-14 00:00:00.000,2012,1,7
43951,2011-07-07 00:00:00.000,2011-07-14 00:00:00.000,2012,1,7
43952,2011-07-07 00:00:00.000,2011-07-14 00:00:00.000,2012,1,7
43953,2011-07-08 00:00:00.000,2011-07-15 00:00:00.000,2012,1,7
43954,2011-07-08 00:00:00.000,2011-07-15 00:00:00.000,2012,1,7
43955,2011-07-08 00:00:00.000,2011-07-15 00:00:00.000,2012,1,7
43956,2011-07-08 00:00:00.000,2011-07-15 00:00:00.000,2012,1,7
43957,2011-07-09 00:00:00.000,2011-07-16 00:00:00.000,2012,1,7
43958,2011-07-09 00:00:00.000,2011-07-16 00:00:00.000,2012,1,7
43959,2011-07-09 00:00:00.000,2011-07-16 00:00:00.000,2012,1,7
43960,2011-07-09 00:00:00.000,2011-07-16 00:00:00.000,2012,1,7
43961,2011-07-10 00:00:00.000,2011-07-17 00:00:00.000,2012,1,7
43962,2011-07-10 00:00:00.000,2011-07-17 00:00:00.000,2012,1,7
43963,2011-07-10 00:00:00.000,2011-07-17 00:00:00.000,2012,1,7
43964,2011-07-10 00:00:00.000,2011-07-17 00:00:00.000,2012,1,7
43965,2011-07-10 00:00:00.000,2011-07-17 00:00:00.000,2012,1,7
43966,2011-07-10 00:00:00.000,2011-07-17 00:00:00.000,2012,1,7
43967,2011-07-11 00:00:00.000,2011-07-18 00:00:00.000,2012,1,7
43968,2011-07-11 00:00:00.000,2011-07-18 00:00:00.000,2012,1,7
43969,2011-07-11 00:00:00.000,2011-07-18 00:00:00.000,2012,1,7
43970,2011-07-11 00:00:00.000,2011-07-18 00:00:00.000,2012,1,7
43971,2011-07-11 00:00:00.000,2011-07-18 00:00:00.000,2012,1,7
43972,2011-07-12 00:00:00.000,2011-07-19 00:00:00.000,2012,1,7
43973,2011-07-12 00:00:00.000,2011-07-19 00:00:00.000,2012,1,7
43974,2011-07-12 00:00:00.000,2011-07-19 00:00:00.000,2012,1,7
43975,2011-07-12 00:00:00.000,2011-07-19 00:00:00.000,2012,1,7
43976,2011-07-12 00:00:00.000,2011-07-19 00:00:00.000,2012,1,7
43977,2011-07-12 00:00:00.000,2011-07-19 00:00:00.000,2012,1,7
43978,2011-07-13 00:00:00.000,2011-07-20 00:00:00.000,2012,1,7
43979,2011-07-13 00:00:00.000,2011-07-20 00:00:00.000,2012,1,7
43980,2011-07-13 00:00:00.000,2011-07-20 00:00:00.000,2012,1,7
43981,2011-07-13 00:00:00.000,2011-07-20 00:00:00.000,2012,1,7
43982,2011-07-13 00:00:00.000,2011-07-20 00:00:00.000,2012,1,7
43983,2011-07-14 00:00:00.000,2011-07-21 00:00:00.000,2012,1,7
43984,2011-07-14 00:00:00.000,2011-07-21 00:00:00.000,2012,1,7
43985,2011-07-14 00:00:00.000,2011-07-21 00:00:00.000,2012,1,7
43986,2011-07-14 00:00:00.000,2011-07-21 00:00:00.000,2012,1,7
43987,2011-07-15 00:00:00.000,2011-07-22 00:00:00.000,2012,1,7
43988,2011-07-15 00:00:00.000,2011-07-22 00:00:00.000,2012,1,7
43989,2011-07-15 00:00:00.000,2011-07-22 00:00:00.000,2012,1,7
43990,2011-07-15 00:00:00.000,2011-07-22 00:00:00.000,2012,1,7
43991,2011-07-15 00:00:00.000,2011-07-22 00:00:00.000,2012,1,7
43992,2011-07-15 00:00:00.000,2011-07-22 00:00:00.000,2012,1,7
43993,2011-07-17 00:00:00.000,2011-07-24 00:00:00.000,2012,1,7
43994,2011-07-18 00:00:00.000,2011-07-25 00:00:00.000,2012,1,7
43995,2011-07-18 00:00:00.000,2011-07-25 00:00:00.000,2012,1,7
43996,2011-07-18 00:00:00.000,2011-07-25 00:00:00.000,2012,1,7
43997,2011-07-18 00:00:00.000,2011-07-25 00:00:00.000,2012,1,7
43998,2011-07-18 00:00:00.000,2011-07-25 00:00:00.000,2012,1,7
43999,2011-07-18 00:00:00.000,2011-07-25 00:00:00.000,2012,1,7
44000,2011-07-19 00:00:00.000,2011-07-26 00:00:00.000,2012,1,7
44001,2011-07-19 00:00:00.000,2011-07-26 00:00:00.000,2012,1,7
44002,2011-07-19 00:00:00.000,2011-07-26 00:00:00.000,2012,1,7
44003,2011-07-19 00:00:00.000,2011-07-26 00:00:00.000,2012,1,7
44004,2011-07-19 00:00:00.000,2011-07-26 00:00:00.000,2012,1,7
44005,2011-07-19 00:00:00.000,2011-07-26 00:00:00.000,2012,1,7
